observed_on,quality_grade,place_guess,latitude,longitude,scientific_name,common_name,iconic_taxon_name
2024-11-16,research,"South West Coast Point, Plymouth, England, GB",50.3573870799,-4.126859447,Anemonia viridis,snakelocks anemone,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3574150174,-4.1268196367,Anemonia viridis,snakelocks anemone,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3571750756,-4.1268703172,Carcinus maenas,European Green Crab,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.357429872,-4.1269902079,Asterina gibbosa,Cushion Star,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3571327563,-4.1268712841,Chondrus crispus,Irish Moss,Plantae
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3574274003,-4.1270816002,Anemonia viridis,snakelocks anemone,Animalia
2024-11-16,research,"River Plym, Plymouth, England, GB",50.3573926539,-4.1268565133,Carcinus maenas,European Green Crab,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3574611111,-4.12685,Carcinus maenas,European Green Crab,Animalia
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.357021126,-4.1277534608,Saccharina latissima,Sugar Kelp,Chromista
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3570018895,-4.1263561975,Asterina gibbosa,Cushion Star,Animalia
2024-11-16,research,"Mount Batten, Plymouth PL9, UK",50.3591444444,-4.1272888889,Carcinus maenas,European Green Crab,Animalia
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.3574921386,-4.126939103,Fucus,vesicled rockweeds,Chromista
2024-11-16,research,"The Barbican, Plymouth, England, GB",50.3574057296,-4.1268549208,Cereus pedunculatus,Daisy Anemone,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3573019111,-4.1265558058,Nucella lapillus,Atlantic Dogwhelk,Mollusca
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.3569332418,-4.1262934171,Ulva intestinalis,Gutweed,Plantae
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3568877699,-4.1277234536,Pagurus bernhardus,Common Hermit Crab,Animalia
2024-11-16,needs_id,"Plymouth Trade Park, Plymouth, England, GB",50.3572048573,-4.1270149313,,,
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.35686275,-4.1263010446,Nucella lapillus,Atlantic Dogwhelk,Mollusca
2024-11-16,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.357375,-4.1269638889,Mysidae,,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3570142685,-4.1270381558,Anemonia viridis,snakelocks anemone,Animalia
2024-11-16,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3572042268,-4.1273054031,Nassariinae,,Mollusca
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.357105,-4.1274861667,Botryllus schlosseri,Star Tunicate,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3570109001,-4.1277470067,Halichondria panicea,Bread-crumb Sponge,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3569316308,-4.127968582,Anemonia viridis,snakelocks anemone,Animalia
2024-11-16,research,"Plymouth, England, GB",50.3568528593,-4.126307331,Littorina,,Mollusca
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3568824,-4.1255198,Botryllus schlosseri,Star Tunicate,Animalia
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.3570716667,-4.127375,Littorina,,Mollusca
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3573305556,-4.1268972222,Chthamalus montagui,Montagu's Stellate Barnacle,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3573305556,-4.1268972222,Spirorbis spirorbis,Coil Worm,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3572216667,-4.1272361667,Coryphoblennius galerita,Montagu's Blenny,Actinopterygii
2024-11-16,needs_id,"Plymouth Yacht Haven, Plymouth, England, GB",50.3568601516,-4.1265098378,Palaemon,Glass Shrimps,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3572783333,-4.1272083333,Asterina gibbosa,Cushion Star,Animalia
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.3568203261,-4.1265549036,Ruditapes,,Mollusca
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3570377978,-4.1275383765,Carcinus maenas,European Green Crab,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3567093274,-4.1268395848,Perforatus perforatus,Perforated Barnacle,Animalia
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.3570049908,-4.1279790178,Florideophyceae,Florideophycean algae,Plantae
2024-11-16,needs_id,"Lord Louis Crescent, Plymouth, England, GB",50.3568051244,-4.1266140249,Balanomorpha,Symmetrical Sessile Barnacles,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3575283333,-4.126775,Palaemon elegans,Rockpool Prawn,Animalia
2024-11-16,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3569636294,-4.1276561856,Florideophyceae,Florideophycean algae,Plantae
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.357405,-4.1268111667,Asterina gibbosa,Cushion Star,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3570416667,-4.1275361667,Xantho pilipes,Risso's Crab,Animalia
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.3570583333,-4.1276638333,Amphipoda,Amphipods,Animalia
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.3572716667,-4.1271361667,Polychaeta,Polychaete Worms,Animalia
2024-11-16,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3569981252,-4.1276780949,Phorcus lineatus,Lined Top Shell,Mollusca
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.3568074294,-4.1265300382,Patella,Patella Limpets,Mollusca
2024-11-16,research,"South West Coast Point, Plymouth, England, GB",50.3567385301,-4.1265892144,Necora puber,Velvet Swimming Crab,Animalia
2024-11-16,research,"English Channel, England, GB",50.3567679506,-4.126589885,Magallana gigas,Pacific Oyster,Mollusca
2024-11-16,needs_id,"Lord Louis Crescent, Plymouth, England, GB",50.3567833733,-4.1266478878,Animalia,Animals,Animalia
2024-11-16,research,"Lord Louis Crescent, Plymouth, England, GB",50.3573050811,-4.1254316578,Nucella lapillus,Atlantic Dogwhelk,Mollusca
2024-11-16,needs_id,"Lord Louis Crescent, Plymouth, England, GB",50.356858949,-4.1250249332,,,
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3568295633,-4.1278382412,Himanthalia elongata,Thongweed,Chromista
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.35684687,-4.1279153982,Pagurus bernhardus,Common Hermit Crab,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.356905,-4.1284195,Galathea squamifera,Black Squat Lobster,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3571944444,-4.1274333333,Nerophis lumbriciformis,Worm Pipefish,Actinopterygii
2024-11-16,research,"Lord Louis Crescent, Plymouth, England, GB",50.356671433,-4.1265475564,Watersipora subatra,Red Ripple Bryozoan,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3570222222,-4.1274583333,Schizoporella unicornis,Single Horn Bryozoan,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3568884271,-4.1283209609,Saccorhiza polyschides,Furbelows,Chromista
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3569055556,-4.1275444444,Palaemon elegans,Rockpool Prawn,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567568531,-4.1278801143,Xantho hydrophilus,Montagu's Crab,Animalia
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.356955,-4.1277221667,Calliostoma zizyphinum,European Painted Top Shell,Mollusca
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.3566787672,-4.126698263,Doridoidea,Sea Lemons and Allies,Mollusca
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3568616667,-4.1279083333,Himanthalia elongata,Thongweed,Chromista
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.3568716667,-4.1278833333,Mesophyllum,,Plantae
2024-11-16,needs_id,"Batten Bay, Plymouth, England, GB",50.3570583333,-4.1276638333,Melitidae,Bivalve Scuds,Animalia
2024-11-16,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3570166667,-4.1274611111,Animalia,Animals,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3566300683,-4.1267110035,Fucus serratus,Saw Wrack,Chromista
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3566221055,-4.1267161164,Steromphala cineraria,Grey Topshell,Mollusca
2024-11-16,needs_id,"Plymouth, England, GB",50.356620487,-4.1267548697,,,
2024-11-16,research,"Plymouth, England, GB",50.3566315026,-4.1267561103,Archidoris pseudoargus,Sea Lemon,Mollusca
2024-11-16,research,"Plymouth, England, GB",50.3569146758,-4.128408758,Galathea squamifera,Black Squat Lobster,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3569413722,-4.1282583028,Anemonia viridis,snakelocks anemone,Animalia
2024-11-16,research,"Lord Louis Crescent, Plymouth, England, GB",50.3568917294,-4.12497529,Cancer pagurus,Edible Crab,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3574033333,-4.1268166667,Anemonia viridis,snakelocks anemone,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3565883333,-4.1267,Asterina gibbosa,Cushion Star,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3574216667,-4.1268583333,Cereus pedunculatus,Daisy Anemone,Animalia
2024-11-16,research,"Batten Bay, Plymouth, England, GB",50.3566166667,-4.1267416667,Perforatus perforatus,Perforated Barnacle,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3571055556,-4.1271388889,Eulalia clavigera,Emerald green paddle worm,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3570222222,-4.1274583333,Lepidochitona cinerea,Grey Mail-shell,Mollusca
2024-11-16,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3572166667,-4.1271361111,Asterinidae,"Cushion Stars, Carpet Stars, and Allies",Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3572166667,-4.1271361111,Patella pellucida,Blue-rayed Limpet,Mollusca
2024-11-16,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3570333333,-4.1271138889,Amphipholis squamata,Dwarf Brittle Star,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3572916667,-4.126775,Pagurus bernhardus,Common Hermit Crab,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3572222222,-4.1272305556,Nucella lapillus,Atlantic Dogwhelk,Mollusca
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3572222222,-4.1272305556,Spirobranchus triqueter,Keeled Tubeworm,Animalia
2024-11-16,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.35735,-4.1268305556,Cereus pedunculatus,Daisy Anemone,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3571699047,-4.1258294787,Patella,Patella Limpets,Mollusca
2024-12-14,research,"Lord Louis Crescent, Plymouth, England, GB",50.3571413326,-4.127284661,Anemonia viridis,snakelocks anemone,Animalia
2024-12-14,research,"South West Coast Point, Plymouth, England, GB",50.3568583333,-4.1259166667,Anurida maritima,Seashore Springtail,Animalia
2024-12-14,needs_id,"Plymouth, England, GB",50.3569583333,-4.1258972222,Anurida,,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3568294,-4.1265192831,Asterina gibbosa,Cushion Star,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3568326912,-4.1265620103,Carcinus maenas,European Green Crab,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567597782,-4.1271860898,Xantho hydrophilus,Montagu's Crab,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.35684035,-4.1264624134,Semibalanus balanoides,Northern Acorn Barnacle,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3569068813,-4.1264752085,Corallina,,Plantae
2024-12-14,research,"Batten Bay, Plymouth, England, GB",50.3569507761,-4.1269824811,Raja montagui,Spotted Skate,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.356782573,-4.1266421693,Patella,Patella Limpets,Mollusca
2024-12-14,needs_id,"Plymouth, England, GB",50.3567255801,-4.1271000076,Spirobranchus,Christmas Tree Worms,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567562117,-4.1267334611,Vertebrata lanosa,Wrack Siphon Weed,Plantae
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3566747763,-4.1265821121,Cancer pagurus,Edible Crab,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3566991176,-4.1265928856,Necora puber,Velvet Swimming Crab,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3566863947,-4.1270519793,Gaidropsarus mediterraneus,Shore Rockling,Actinopterygii
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567172761,-4.1265199996,Spirorbinae,Spiral Tube Worms,Animalia
2024-12-14,research,"Plymouth, England, GB",50.3567525279,-4.1271019354,Nerophis lumbriciformis,Worm Pipefish,Actinopterygii
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567240233,-4.1265093852,Anemonia viridis,snakelocks anemone,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567136396,-4.1265426465,Nucella lapillus,Atlantic Dogwhelk,Mollusca
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567132189,-4.126493464,Ulva,Sea Lettuces,Plantae
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567331238,-4.1271376424,Actinia fragacea,Strawberry Anemone,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3566775137,-4.1264974304,Fucus,vesicled rockweeds,Chromista
2024-12-14,research,"Mount Batten, Plymouth PL9, UK",50.3568796,-4.1252522,Osmundea pinnatifida,Pepper Dulse,Plantae
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3566824146,-4.1264345805,Chondrus crispus,Irish Moss,Plantae
2024-12-14,research,"Batten Bay, Plymouth, England, GB",50.3569191878,-4.1262962865,Anemonia viridis,snakelocks anemone,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567342793,-4.1265196801,Fucus vesiculosus,bladder wrack,Chromista
2024-12-14,research,"Plymouth, England, GB",50.3567255381,-4.1270165239,Porcellana platycheles,Hairy Porcelain Crab,Animalia
2024-12-14,research,"Batten Bay, Plymouth, England, GB",50.3569265554,-4.1260698408,Anemonia viridis,snakelocks anemone,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3565973788,-4.1272598505,Necora puber,Velvet Swimming Crab,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3565861711,-4.1266374025,Caulacanthus,,Plantae
2024-12-14,research,"Batten Bay, Plymouth, England, GB",50.3566776025,-4.1262333182,Porcellana platycheles,Hairy Porcelain Crab,Animalia
2024-12-14,research,"Batten Bay, Plymouth, England, GB",50.3565911531,-4.126557744,Xantho hydrophilus,Montagu's Crab,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567709681,-4.1271181125,Carcinus maenas,European Green Crab,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567712195,-4.1272035241,Pagurus bernhardus,Common Hermit Crab,Animalia
2024-12-14,needs_id,"Lawrence Road, Plymouth, England, GB",50.3562545886,-4.1267115589,Nereididae,Ragworms and Allies,Animalia
2024-12-14,research,"Batten Bay, Plymouth, England, GB",50.3561000218,-4.1268799144,Eulalia clavigera,Emerald green paddle worm,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3566093398,-4.1265970317,Magallana gigas,Pacific Oyster,Mollusca
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3565840609,-4.1266940567,Halichondriidae,,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3564945789,-4.126791509,Nerophis lumbriciformis,Worm Pipefish,Actinopterygii
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3566731773,-4.1267384429,Hymeniacidon perlevis,crumb-of-bread sponge,Animalia
2024-12-14,research,"Batten Bay, Plymouth, England, GB",50.3564350542,-4.12645854,Cancer pagurus,Edible Crab,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3566828992,-4.1267243192,Palmaria palmata,Dulse,Plantae
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.356848333,-4.1272020992,Actinia equina,Atlantic Beadlet Anemone,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3567654779,-4.1272467747,Palaemon,Glass Shrimps,Animalia
2024-12-14,research,"Mount Batten, Plymouth PL9, UK",50.3568972222,-4.1252,Corallina officinalis,Common Coralline,Plantae
2024-12-14,research,"Mount Batten, Plymouth PL9, UK",50.3568972222,-4.1252,Perforatus perforatus,Perforated Barnacle,Animalia
2024-12-14,research,"Mount Batten, Plymouth PL9, UK",50.3568277778,-4.1251194444,Austrominius modestus,Beaked Barnacle,Animalia
2024-12-14,research,"Mount Batten, Plymouth PL9, UK",50.3568277778,-4.1251194444,Lineus longissimus,Bootlace Worm,Animalia
2024-12-14,research,"Mount Batten, Plymouth PL9, UK",50.3568277778,-4.1251194444,Patella vulgata,Common European Limpet,Mollusca
2024-12-14,research,"Mount Batten, Plymouth PL9, UK",50.3568277778,-4.1251194444,Amphipholis squamata,Dwarf Brittle Star,Animalia
2024-12-14,needs_id,"Mount Batten, Plymouth PL9, UK",50.3568277778,-4.1251194444,Senticaudata,,Animalia
2024-12-14,research,"Mount Batten, Plymouth PL9, UK",50.3568277778,-4.1251194444,Calliostoma zizyphinum,European Painted Top Shell,Mollusca
2024-12-14,research,"Mount Batten, Plymouth PL9, UK",50.3568277778,-4.1251194444,Littorina fabalis,,Mollusca
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3566083333,-4.1270333333,Nucella lapillus,Atlantic Dogwhelk,Mollusca
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3561638889,-4.12685,Watersipora subatra,Red Ripple Bryozoan,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3561638889,-4.12685,Cancer pagurus,Edible Crab,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3561638889,-4.12685,Botryllus schlosseri,Star Tunicate,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3561638889,-4.12685,Asterina gibbosa,Cushion Star,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3561666667,-4.1268972222,Polychaeta,Polychaete Worms,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3561666667,-4.1268972222,Schizoporella unicornis,Single Horn Bryozoan,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3568888889,-4.1255027778,Colpomenia peregrina,Oyster-thief,Chromista
2024-12-14,research,"Mt Batten House, Mount Batten, Plymouth PL9 9SS, UK",50.3567666667,-4.1246722222,Asterina gibbosa,Cushion Star,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3561166667,-4.1268138889,Corella eumyota,Orange-tipped Sea Squirt,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3561722222,-4.1265944444,Psammechinus miliaris,Green Sea Urchin,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3557583333,-4.1270055556,Nereididae,Ragworms and Allies,Animalia
2024-12-14,research,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3560722222,-4.1268083333,Lepidonotus clava,,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3560722222,-4.1268083333,Nereididae,Ragworms and Allies,Animalia
2024-12-14,needs_id,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",50.3560722222,-4.1268083333,Didemnidae,Overgrowing Tunicates,Animalia
