observed_on,quality_grade,place_guess,latitude,longitude,scientific_name,common_name,iconic_taxon_name
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5285707,0.7975409,Larus argentatus,European Herring Gull,Aves
2025-10-04,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.52869921,0.79919451,Perforatus perforatus,Perforated Barnacle,Animalia
2025-10-04,research,"Southend-on-Sea, UK",51.5291013857,0.7985908538,Carcinus maenas,European Green Crab,Animalia
2025-10-04,research,"Southend-on-Sea SS3 9AD, UK",51.5290809448,0.7986196876,Carcinus maenas,European Green Crab,Animalia
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.52847839,0.79945021,Cerastoderma,,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, UK",51.5289987763,0.7988555543,Mytilus edulis,Blue Mussel,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.52846922,0.79944729,Balanomorpha,Symmetrical Sessile Barnacles,Animalia
2025-10-04,needs_id,"Southend-on-Sea, UK",51.5289742593,0.7989350986,Magallana gigas,Pacific Oyster,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, UK",51.5289912326,0.7988639362,,,
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5288521769,0.7990607433,,,
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5289410561,0.7998957936,Palaemon,Glass Shrimps,Animalia
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5289336863,0.7985613495,Grateloupia turuturu,Devil's Tongue Weed,Plantae
2025-10-04,research,"Southend-on-Sea, UK",51.52895971,0.79970666,Magallana gigas,Pacific Oyster,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5292060932,0.7987806201,,,
2025-10-04,needs_id,"Southend-on-Sea, UK",51.5290907481,0.7986096293,,,
2025-10-04,needs_id,"Southend-on-Sea, UK",51.5289442101,0.7988900878,,,
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.528872042,0.7988678757,Arenicolidae,lugworms,Animalia
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5287777036,0.7989780977,Arenicolidae,lugworms,Animalia
2025-10-04,needs_id,"Southend-on-Sea, UK",51.52891617,0.79963753,Chondria coerulescens,,Plantae
2025-10-04,research,"Southend-on-Sea SS3 9AD, UK",51.5292918,0.7982199,Magallana gigas,Pacific Oyster,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5289468504,0.7990003936,Zosteraceae,Seagrasses,Plantae
2025-10-04,research,"Southend-on-Sea, UK",51.52903731,0.79961166,Magallana gigas,Pacific Oyster,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, UK",51.5289011475,0.7985891774,Zostera,Eelgrasses,Plantae
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5287780389,0.7989208493,Chlorophyta,green algae,Plantae
2025-10-04,needs_id,"Southend-on-Sea, UK",51.52905053,0.79964097,Patella,Patella Limpets,Mollusca
2025-10-04,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5287922462,0.7989678718,Zostera marina,Eelgrass,Plantae
2025-10-04,needs_id,"Southend-on-Sea, UK",51.52904426,0.79964009,Littorina littorea,Common Periwinkle,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, UK",51.5291227447,0.7989065163,Cancer pagurus,Edible Crab,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5288579185,0.7989141438,Pleocyemata,"Crabs, Lobsters, Shrimps, and Allies",Animalia
2025-10-04,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5287568327,0.7989663631,Ulva intestinalis,Gutweed,Plantae
2025-10-04,needs_id,"Southend-on-Sea, UK",51.52912046,0.79958204,Pomatoschistus,,Actinopterygii
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5287924,0.7977171,Scrobicularia plana,Peppery Furrow Shell,Mollusca
2025-10-04,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.528633,0.7974242,Austrominius modestus,Beaked Barnacle,Animalia
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5286763664,0.7990595698,Ruditapes decussatus,grooved carpet shell,Mollusca
2025-10-04,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5286876401,0.7991401199,Aurelia aurita,Northern Moon Jelly,Animalia
2025-10-04,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5286277514,0.7991512679,Ulva lactuca,Broadleaf Sea Lettuce,Plantae
2025-10-04,needs_id,"Southend-on-Sea SS3 9AD, UK",51.5292703,0.7981789,Lepidochitona cinerea,Grey Mail-shell,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5287000872,0.7991914172,,,
2025-10-04,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5287598502,0.7990008965,Crepidula fornicata,Common Slipper Limpet,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, UK",51.5291579763,0.7993861927,Spirobranchus,Christmas Tree Worms,Animalia
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5286247339,0.7992104441,Ruditapes decussatus,grooved carpet shell,Mollusca
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5286321938,0.799257718,Littorina,,Mollusca
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5286446828,0.7991890702,Lepidochitona,,Mollusca
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5285772085,0.7991822809,Lepidochitona,,Mollusca
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5286380611,0.7993303053,Cardiidae,Cockles,Mollusca
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5285799326,0.7991888188,Aves,Birds,Aves
2025-10-04,research,"Southend-on-Sea, England, GB",51.5287288371,0.7990368549,Carcinus maenas,European Green Crab,Animalia
2025-10-04,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.528597367,0.799191501,Carcinus maenas,European Green Crab,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5286920336,0.7995349316,Actiniaria,Sea Anemones,Animalia
2025-10-04,research,"Southend-on-Sea, England, GB",51.5288581022,0.7995295617,Fucus vesiculosus,bladder wrack,Chromista
2025-10-04,needs_id,"George Street, Southend-on-Sea, England, GB",51.5289671159,0.7996666651,Ulva intestinalis,Gutweed,Plantae
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5283924,0.7972939,Arenicola marina,Blow Lugworm,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5289744277,0.7996243845,Rhodymeniophycidae,,Plantae
2025-10-04,needs_id,"George Street, Southend-on-Sea, England, GB",51.5293534316,0.7983683056,,,
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5286065871,0.7992059179,Laridae,"Gulls, Terns, and Skimmers",Aves
2025-10-04,needs_id,"Rampart Terrace, Southend-on-Sea, England, GB",51.5284581494,0.7970769295,Zostera noltii,dwarf eelgrass,Plantae
2025-10-04,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5286777075,0.7991866395,Larus,Large White-headed Gulls,Aves
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.528811389,0.79907837,,,
2025-10-04,research,"George Street, Southend-on-Sea, England, GB",51.529379767,0.7984011637,Chondria coerulescens,,Plantae
2025-10-04,research,"George Street, Southend-on-Sea, England, GB",51.5291449518,0.7980354295,Ulva lactuca,Broadleaf Sea Lettuce,Plantae
2025-10-04,needs_id,"Rampart Terrace, Southend-on-Sea, England, GB",51.5287372788,0.7975111368,Balanomorpha,Symmetrical Sessile Barnacles,Animalia
2025-10-04,research,"Southend-on-Sea, England, GB",51.5287144205,0.7988863997,Littorina littorea,Common Periwinkle,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.528968853,0.7988389581,Magallana gigas,Pacific Oyster,Mollusca
2025-10-04,research,"George Street, Southend-on-Sea, England, GB",51.5288940445,0.7987584919,Littorina littorea,Common Periwinkle,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5289672919,0.7987508784,Grateloupia turuturu,Devil's Tongue Weed,Plantae
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5289950329,0.7987581448,Ulva intestinalis,Gutweed,Plantae
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5312139406,0.8023441646,Eubrachyura,Eubrachyuran Crabs,Animalia
2025-10-04,needs_id,Shoeburyness Big Rock Pool Challenge Hub,51.5296405128,0.8009079862,Heterotremata,Heterotrematan Crabs,Animalia
2025-10-04,research,"Southend-on-Sea, England, GB",51.5312699125,0.8022807509,Littorina littorea,Common Periwinkle,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5300806047,0.8002892846,Actinopterygii,Ray-finned Fishes,Actinopterygii
2025-10-04,needs_id,Shoeburyness Big Rock Pool Challenge Hub,51.5296405128,0.8009079862,Discomedusae,Discomedusans,Animalia
2025-10-04,needs_id,Shoeburyness Big Rock Pool Challenge Hub,51.5296405128,0.8009079862,Pomatoschistus,,Actinopterygii
2025-10-04,needs_id,Shoeburyness Big Rock Pool Challenge Hub,51.5296405128,0.8009079862,Tipulomorpha,Crane Flies,Insecta
2025-10-04,needs_id,Shoeburyness Big Rock Pool Challenge Hub,51.5296405128,0.8009079862,Animalia,Animals,Animalia
2025-10-04,needs_id,Shoeburyness Big Rock Pool Challenge Hub,51.5296405128,0.8009079862,Littorina littorea,Common Periwinkle,Mollusca
2025-10-04,needs_id,Shoeburyness Big Rock Pool Challenge Hub,51.5296405128,0.8009079862,Littorina littorea,Common Periwinkle,Mollusca
2025-10-04,needs_id,Shoeburyness Big Rock Pool Challenge Hub,51.5296405128,0.8009079862,Littorina saxatilis,Rough Periwinkle,Mollusca
2025-10-04,research,"Southend-on-Sea, England, GB",51.5290103246,0.7987648326,Actinia equina,Atlantic Beadlet Anemone,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5290126335,0.7988598211,Saccharina latissima,Sugar Kelp,Chromista
2025-10-04,needs_id,"George Street, Southend-on-Sea, England, GB",51.5290191261,0.7988690156,Palmaria palmata,Dulse,Plantae
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5290183047,0.7988682152,Littorina littorea,Common Periwinkle,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5289567095,0.7988410545,Cylista troglodytes,,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5291211034,0.7991388796,Spirobranchus triqueter,Keeled Tubeworm,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5291211034,0.7991388796,Arenicolidae,lugworms,Animalia
2025-10-04,research,"Southend-on-Sea, England, GB",51.5291960211,0.799088305,Magallana gigas,Pacific Oyster,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5291837398,0.7991462917,Serpulidae,Serpulid Tubeworms,Animalia
2025-10-04,needs_id,"George Street, Southend-on-Sea, England, GB",51.5293052164,0.7994196453,,,
2025-10-04,research,"Southend-on-Sea, England, GB",51.5292906723,0.7993468083,Carcinus maenas,European Green Crab,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5292810121,0.7993581197,Actinopterygii,Ray-finned Fishes,Actinopterygii
2025-10-04,research,"Southend-on-Sea, England, GB",51.5293168715,0.7993599609,Carcinus maenas,European Green Crab,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5293303645,0.7993600607,Pomatoschistus,,Actinopterygii
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5293303645,0.7993600607,Ruditapes philippinarum,Manila Clam,Mollusca
2025-10-04,research,"Southend-on-Sea, England, GB",51.5293226693,0.7993569481,Chondrus crispus,Irish Moss,Plantae
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5292321289,0.7994463471,Balanomorpha,Symmetrical Sessile Barnacles,Animalia
2025-10-04,research,"George Street, Southend-on-Sea, England, GB",51.5292167971,0.7994219238,Chondria coerulescens,,Plantae
2025-10-04,research,"George Street, Southend-on-Sea, England, GB",51.5290756248,0.7998444445,Zostera marina,Eelgrass,Plantae
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5291003057,0.7999995608,Macoma,,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5290742554,0.7999902125,Animalia,Animals,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5291072465,0.7999647827,Mastocarpus,encrusting red algae,Plantae
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.529164851,0.8000338696,Ruditapes philippinarum,Manila Clam,Mollusca
2025-10-04,needs_id,"George Street, Southend-on-Sea, England, GB",51.5291340252,0.800019602,Arenicolidae,lugworms,Animalia
2025-10-04,needs_id,"George Street, Southend-on-Sea, England, GB",51.5290760793,0.7999713192,Ruditapes philippinarum,Manila Clam,Mollusca
2025-10-04,needs_id,"Rampart Terrace, Southend-on-Sea, England, GB",51.5290587531,0.799938731,Animalia,Animals,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5290314762,0.7999193934,Lepidochitona,,Mollusca
2025-10-04,needs_id,"George Street, Southend-on-Sea, England, GB",51.529119436,0.799686609,Crepidula,Typical Slippersnails,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.529040304,0.7999089952,Cirripedia,Barnacles,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.529040304,0.7999089952,Balanus crenatus,Wrinkled Barnacle,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5290307396,0.7999182452,Cerastoderma edule,Common Cockle,Mollusca
2025-10-04,research,"Southend-on-Sea, England, GB",51.52899806,0.799887532,Lanice conchilega,Sand Mason Worm,Animalia
2025-10-04,research,"George Street, Southend-on-Sea, England, GB",51.5290064649,0.7996536132,Hemigrapsus takanoi,Brush-clawed Shore Crab,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5289529127,0.7997483176,Fucophycidae,,Chromista
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5289529127,0.7997483176,Animalia,Animals,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5289579193,0.7997306253,Fucus,vesicled rockweeds,Chromista
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5289202886,0.79965189,,,
2025-10-04,research,"Southend-on-Sea, England, GB",51.5289120653,0.7996674121,Ulva lactuca,Broadleaf Sea Lettuce,Plantae
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5287075472,0.7995526772,Littorina saxatilis,Rough Periwinkle,Mollusca
2025-10-04,research,"Southend-on-Sea, England, GB",51.5286792582,0.7994291279,Lepidochitona cinerea,Grey Mail-shell,Mollusca
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5286869277,0.7995774038,Cnidaria,Cnidarians,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5287189211,0.7990758879,Rhizostoma,Barrel Jellies,Animalia
2025-10-04,needs_id,"Southend-on-Sea, England, GB",51.5290153867,0.7987412523,Enthemonae,,Animalia
2025-10-04,research,"Southend-on-Sea, England, GB",51.5292273595,0.7994437814,Ruditapes philippinarum,Manila Clam,Mollusca
2025-11-09,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5288740536,0.7990063448,Carcinus maenas,European Green Crab,Animalia
2025-11-09,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.528687221,0.7989518624,Littorina littorea,Common Periwinkle,Mollusca
2025-11-09,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5288913585,0.7989252511,Palmaria palmata,Dulse,Plantae
2025-11-09,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5288916667,0.7989305556,Sertularia,,Animalia
2025-11-09,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5289055556,0.7989388889,Lepidochitona,,Mollusca
2025-11-09,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5289350739,0.7988810353,Sargassum muticum,Japanese Wireweed,Chromista
2025-11-09,research,"Southend-on-Sea, England, GB",51.5289425676,0.7988370061,Littorina littorea,Common Periwinkle,Mollusca
2025-11-09,needs_id,"George Street, Southend-on-Sea, England, GB",51.5292659985,0.7981643902,Spirobranchus triqueter,Keeled Tubeworm,Animalia
2025-11-09,needs_id,"George Street, Southend-on-Sea, England, GB",51.5289165938,0.7988263421,Ruditapes,,Mollusca
2025-11-09,research,"George Street, Southend-on-Sea, England, GB",51.5289133856,0.7988034277,Sertularia,,Animalia
2025-11-09,needs_id,"George Street, Southend-on-Sea, England, GB",51.5289641299,0.7989461883,Animalia,Animals,Animalia
2025-11-09,research,"Southend-on-Sea, England, GB",51.5289638586,0.7988026155,Elysia viridis,Sap-sucking Slug,Mollusca
2025-11-09,needs_id,"George Street, Southend-on-Sea, England, GB",51.5289200594,0.7986890527,Fucus,vesicled rockweeds,Chromista
2025-11-09,needs_id,"Southend-on-Sea, England, GB",51.528880671,0.7986152725,Fucus,vesicled rockweeds,Chromista
2025-11-09,needs_id,"Southend-on-Sea, England, GB",51.5288747242,0.7986848149,Austrominius modestus,Beaked Barnacle,Animalia
2025-11-09,research,"Southend-on-Sea, England, GB",51.5288858364,0.7986370683,Cerastoderma edule,Common Cockle,Mollusca
2025-11-09,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5289055556,0.7989388889,Patella vulgata,Common European Limpet,Mollusca
2025-11-09,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5289055556,0.7989055556,Porcellana platycheles,Hairy Porcelain Crab,Animalia
2025-11-09,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5288722222,0.7987972222,Conopeum,,Animalia
2025-12-14,needs_id,"Sandpipers, Southend-on-Sea, England, GB",51.5286695947,0.7997800482,Arenicola marina,Blow Lugworm,Animalia
2025-12-14,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.52875439,0.79962426,Actinia equina,Atlantic Beadlet Anemone,Animalia
2025-12-14,needs_id,"Seahaze, Southend-on-Sea, England, GB",51.5283531603,0.7992846239,Cerastoderma edule,Common Cockle,Mollusca
2025-12-14,research,"Seahaze, Southend-on-Sea, England, GB",51.5284965327,0.7991866395,Magallana gigas,Pacific Oyster,Mollusca
2025-12-14,research,"Southend-on-Sea, England, GB",51.5287270351,0.7991691213,Pomatoschistus microps,Common Goby,Actinopterygii
2025-12-14,research,"Seahaze, Southend-on-Sea, England, GB",51.5289895982,0.7997160405,Sargassum muticum,Japanese Wireweed,Chromista
2025-12-14,needs_id,"George Street, Southend-on-Sea, England, GB",51.5290137381,0.7997090835,Fucus,vesicled rockweeds,Chromista
2025-12-14,needs_id,"Southend-on-Sea, England, GB",51.5290097567,0.7997040544,Florideophyceae,Florideophycean algae,Plantae
2025-12-14,research,"Southend-on-Sea, England, GB",51.5288915281,0.799930538,Magallana gigas,Pacific Oyster,Mollusca
2025-12-14,needs_id,"Seahaze, Southend-on-Sea, England, GB",51.5292839787,0.7980164261,Palaemon elegans,Rockpool Prawn,Animalia
2025-12-14,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5287392876,0.7990716398,Lanice conchilega,Sand Mason Worm,Animalia
2025-12-14,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5290500747,0.7991041616,Ascophyllum nodosum,Knotted Wrack,Chromista
2025-12-14,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5289810343,0.7989040017,Austrominius modestus,Beaked Barnacle,Animalia
2025-12-14,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5289764455,0.7988761738,Fucus,vesicled rockweeds,Chromista
2025-12-14,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5288437874,0.7989023253,Ascophyllum nodosum,Knotted Wrack,Chromista
2025-12-14,research,"Suffolk & Essex Coast & Heaths National Landscape, Rendlesham Forest Centre, Tangham IP12 3NF, UK",51.5286635721,0.7996677607,Ascophyllum nodosum,Knotted Wrack,Chromista
2025-12-14,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5285090118,0.7994682714,Magallana gigas,Pacific Oyster,Mollusca
2025-12-14,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5281421116,0.8001156896,Arenicola marina,Blow Lugworm,Animalia
2025-12-14,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.52803469,0.8002021909,Phaeophyceae,brown algae,Chromista
2025-12-14,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5287004913,0.8003366366,Macoma balthica,Baltic Tellin,Mollusca
2025-12-14,research,"Southend-on-Sea, UK",51.5283675918,0.8009917662,Mya arenaria,Sand Gaper,Mollusca
2025-12-14,research,"Southend-on-Sea, England, GB",51.5285503114,0.7994682714,Carcinus maenas,European Green Crab,Animalia
2025-12-14,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5287501339,0.7995641604,Littorina,,Mollusca
2025-12-14,needs_id,"East Beach, Southend-on-Sea SS3 9AE, UK",51.527866778,0.7996439561,Littorina,,Mollusca
2025-12-14,research,"East Beach, Southend-on-Sea SS3 9AE, UK",51.5278025333,0.7999674976,Ulva lactuca,Broadleaf Sea Lettuce,Plantae
2025-12-14,research,"Shoeburyness, Southend-on-Sea SS3 9SG, UK",51.5286354134,0.7995168865,Mya arenaria,Sand Gaper,Mollusca
2025-12-14,needs_id,"Southend-on-Sea, England, GB",51.5286550202,0.798775591,Plantae,Plants,Plantae
2025-12-14,needs_id,"Southend-on-Sea, England, GB",51.5287274374,0.7993263576,Balanidae,,Animalia
2025-12-14,research,"Southend-on-Sea, England, GB",51.5287274375,0.7993263576,Zostera noltii,dwarf eelgrass,Plantae
2025-12-14,research,"Seahaze, Southend-on-Sea, England, GB",51.5290811817,0.7979534489,Ruditapes philippinarum,Manila Clam,Mollusca
2025-12-14,research,"Seahaze, Southend-on-Sea, England, GB",51.5293525836,0.7982930506,Peringia ulvae,Laver Spire-shell,Mollusca
2025-12-14,needs_id,"Seahaze, Southend-on-Sea, England, GB",51.5293934642,0.7983679297,Lepidochitona cinerea,Grey Mail-shell,Mollusca
2025-12-14,research,"Seahaze, Southend-on-Sea, England, GB",51.5292695722,0.7981642611,Crepidula fornicata,Common Slipper Limpet,Mollusca
2025-12-14,research,"Seahaze, Southend-on-Sea, England, GB",51.5289860274,0.7978564671,Austrominius modestus,Beaked Barnacle,Animalia
2025-12-14,research,"Seahaze, Southend-on-Sea, England, GB",51.5291659202,0.7979755004,Crepidula fornicata,Common Slipper Limpet,Mollusca
2025-12-14,research,"Seahaze, Southend-on-Sea, England, GB",51.5292692713,0.7981587616,Magallana gigas,Pacific Oyster,Mollusca
2025-12-14,needs_id,"George Street, Southend-on-Sea, England, GB",51.5283199804,0.7998516707,Fucus serratus,Saw Wrack,Chromista
2025-12-14,research,"Seahaze, Southend-on-Sea, England, GB",51.5289895039,0.7977062098,Mastocarpus stellatus,false Irish moss,Plantae
2025-12-14,needs_id,"Seahaze, Southend-on-Sea, England, GB",51.5287336568,0.799293844,Fucus,vesicled rockweeds,Chromista
