date,quality_grade,site,latitude,longitude,species,common_name,functional_group
2024-10-19,research,"Castle Beach, Falmouth",50.14554,-5.062168451,Patella vulgata,Common European Limpet,MG
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14557821,-5.062086076,Patella vulgata,Common European Limpet,MG
2024-10-19,research,"Castle Beach, Falmouth",50.14565107,-5.062252759,Pagurus bernhardus,Common Hermit Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14563309,-5.062292749,Pagurus bernhardus,Common Hermit Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14575308,-5.06228378,Pagurus bernhardus,Common Hermit Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14564063,-5.062308366,Pagurus bernhardus,Common Hermit Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.1455637,-5.062026973,Pagurus bernhardus,Common Hermit Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14581328,-5.061631765,Pagurus bernhardus,Common Hermit Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14717222,-5.058002778,Pagurus bernhardus,Common Hermit Crab,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14552874,-5.06147039,Pagurus bernhardus,Common Hermit Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14553065,-5.062623044,Pagurus bernhardus,Common Hermit Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.1464047,-5.062585,Pagurus bernhardus,Common Hermit Crab,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14658502,-5.059862961,Pagurus bernhardus,Common Hermit Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14560396,-5.06260812,Littorina littorea,Common Periwinkle,MG
2024-10-19,research,"Castle Beach, Falmouth",50.14559018,-5.062471284,Littorina littorea,Common Periwinkle,MG
2024-10-19,research,"Castle Beach, Falmouth",50.14593256,-5.061234814,Littorina littorea,Common Periwinkle,MG
2024-10-19,research,"Castle Beach, Falmouth",50.14579844,-5.061803677,Littorina littorea,Common Periwinkle,MG
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14577516,-5.062121735,Palaemon serratus,Common Prawn,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14570122,-5.061922822,Palaemon serratus,Common Prawn,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14546589,-5.062099378,Palaemon serratus,Common Prawn,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14561864,-5.06160335,Palaemon serratus,Common Prawn,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14654686,-5.058958809,Palaemon serratus,Common Prawn,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14537336,-5.06190211,Corallinales,Coralline Algae,TFM
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14559241,-5.062393951,Corallinales,Coralline Algae,TFM
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14540737,-5.062619811,Corallinales,Coralline Algae,TFM
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14585309,-5.062404053,Corallinophycidae,Coralline Algae,TFM
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14583013,-5.061658359,Corallinophycidae,Coralline Algae,TFM
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14680581,-5.058777302,Symphodus melops,Corkwing Wrasse,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.1454474,-5.062327977,Lepadogaster purpurea,Cornish Sucker,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14576922,-5.062621639,Lepadogaster purpurea,Cornish Sucker,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14559078,-5.062076741,Xantho,Crabs,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14559603,-5.06216489,Xantho,Crabs,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14745556,-5.057730556,Xantho,Crabs,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14566494,-5.06173375,Xantho,Crabs,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14573794,-5.06154101,Xantho,Crabs,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14543054,-5.062361229,Xantho,Crabs,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14540622,-5.06197906,Xantho,Crabs,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14657137,-5.059791625,Xantho,Crabs,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14676944,-5.059533333,Xantho,Crabs,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14676944,-5.059533333,Xantho,Crabs,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14532334,-5.061909696,Xantho,Crabs,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14578516,-5.062221686,Hymeniacidon perlevis,Crumb-of-bread Sponge,SSF
2024-10-19,research,"Castle Beach, Falmouth",50.1458128,-5.0621955,Hymeniacidon perlevis,Crumb-of-bread Sponge,SSF
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14564492,-5.062805292,Hymeniacidon perlevis,Crumb-of-bread Sponge,SSF
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14553073,-5.06200666,Hymeniacidon perlevis,Crumb-of-bread Sponge,SSF
2024-10-19,research,"Castle Beach, Falmouth",50.14550556,-5.062268861,Hymeniacidon perlevis,Crumb-of-bread Sponge,SSF
2024-10-19,research,"Castle Beach, Falmouth",50.14540194,-5.0620549,Hymeniacidon perlevis,Crumb-of-bread Sponge,SSF
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14542024,-5.06181678,Hymeniacidon perlevis,Crumb-of-bread Sponge,SSF
2024-10-19,research,"Castle Beach, Falmouth",50.14542054,-5.061701766,Hymeniacidon perlevis,Crumb-of-bread Sponge,SSF
2024-10-19,research,"Castle Beach, Falmouth",50.14545837,-5.062327115,Hymeniacidon perlevis,Crumb-of-bread Sponge,SSF
2024-10-19,research,"Castle Beach, Falmouth",50.1461113,-5.0634302,Hymeniacidon perlevis,Crumb-of-bread Sponge,SSF
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14561618,-5.061240624,Hymeniacidon perlevis,Crumb-of-bread Sponge,SSF
2024-10-19,research,"Castle Beach, Falmouth",50.14560598,-5.062797465,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14585466,-5.062221087,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14565501,-5.062218485,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14582273,-5.061680933,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14558217,-5.062460136,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.146436,-5.0622004,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14561719,-5.062236695,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.1457272,-5.0622057,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.1455244,-5.062496491,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14560343,-5.062300036,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14561765,-5.062255177,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14560868,-5.06225839,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14570677,-5.0624769,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14567156,-5.06174565,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14563745,-5.062342454,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14584122,-5.061692806,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14544908,-5.06209604,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14557365,-5.06203449,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14543394,-5.062039899,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14555707,-5.062056547,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14531735,-5.06202233,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14539147,-5.062043941,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.1457128,-5.061837025,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14541826,-5.062371455,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14558868,-5.06141474,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14657026,-5.059906838,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14659747,-5.059906327,Asterina gibbosa,Cushion Star,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14574048,-5.06136853,Asterina gibbosa,Cushion Star,MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14579241,-5.062154955,Urticina felina,Dahlia Anemone,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14562809,-5.062172784,Cereus pedunculatus,Daisy Anemone,SSF
2024-10-19,research,"Castle Beach, Falmouth",50.14570589,-5.062325941,Cereus pedunculatus,Daisy Anemone,SSF
2024-10-19,research,"Castle Beach, Falmouth",50.14581018,-5.062095586,Codium fragile,Dead Man's Fingers,CFM
2024-10-19,research,"Castle Beach, Falmouth",50.14573714,-5.061335935,Codium fragile,Dead Man's Fingers,CFM
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14560138,-5.061221931,Eumalacostraca,"Decapods, Isopods, and allies",MPS
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14591757,-5.060740002,Palmaria palmata,Dulse,TFM
2024-10-19,research,"Castle Beach, Falmouth",50.14524882,-5.062626014,Palmaria palmata,Dulse,TFM
2024-10-19,research,"Castle Beach, Falmouth",50.14684404,-5.058059751,Palmaria palmata,Dulse,TFM
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14555768,-5.061404115,Palmaria palmata,Dulse,TFM
2024-10-19,needs_id,"Castle Beach, Falmouth",50.14543603,-5.061680032,Palmaria palmata,Dulse,TFM
2024-10-19,research,"Castle Beach, Falmouth",50.14570103,-5.06241018,Amphipholis squamata,Dwarf Brittle Stars,DDF
2024-10-19,research,"Castle Beach, Falmouth",50.1464068,-5.0623698,Amphipholis squamata,Dwarf Brittle Stars,DDF
2024-10-19,research,"Castle Beach, Falmouth",50.14574378,-5.062311036,Amphipholis squamata,Dwarf Brittle Stars,DDF
2024-10-19,research,"Castle Beach, Falmouth",50.145577,-5.0624112,Amphipholis squamata,Dwarf Brittle Stars,DDF
2024-10-19,research,"Castle Beach, Falmouth",50.14559958,-5.062387214,Amphipholis squamata,Dwarf Brittle Stars,DDF
2024-10-19,research,"Castle Beach, Falmouth",50.14553294,-5.062322643,Amphipholis squamata,Dwarf Brittle Stars,DDF
2024-10-19,research,"Castle Beach, Falmouth",50.14551611,-5.062665157,Amphipholis squamata,Dwarf Brittle Stars,DDF
2024-10-19,research,"Castle Beach, Falmouth",50.14556733,-5.061950295,Amphipholis squamata,Dwarf Brittle Stars,DDF
2024-10-19,research,"Castle Beach, Falmouth",50.14569708,-5.062032182,Cancer pagurus,Edible Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14556308,-5.062026366,Cancer pagurus,Edible Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14584714,-5.061805164,Cancer pagurus,Edible Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.1454305,-5.062262407,Cancer pagurus,Edible Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.1464115,-5.0621961,Cancer pagurus,Edible Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14535893,-5.061813784,Cancer pagurus,Edible Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14550475,-5.06151968,Cancer pagurus,Edible Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14753056,-5.059522222,Cancer pagurus,Edible Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.1464823,-5.0619657,Cancer pagurus,Edible Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.14734722,-5.059516667,Cancer pagurus,Edible Crab,MPS
2024-10-19,research,"Castle Beach, Falmouth",50.1466801,-5.059960652,Cancer pagurus,Edible Crab,MPS
